266.76	0.000
267.16	300.000
267.56	291.000
267.96	294.000
268.36	296.000
268.76	322.000
269.16	304.000
269.56	299.000
269.96	307.000
270.36	310.000
270.75	305.000
271.15	311.000
271.55	301.000
271.95	304.000
272.35	304.000
272.75	303.000
273.15	310.000
273.55	304.000
273.95	303.000
274.34	311.000
274.74	306.000
275.14	302.000
275.54	298.000
275.94	302.000
276.34	318.000
276.74	360.000
277.13	362.000
277.53	360.000
277.93	353.000
278.33	360.000
278.73	366.000
279.13	363.000
279.52	361.000
279.92	373.000
280.32	369.000
280.72	364.000
281.12	358.000
281.51	352.000
281.91	371.000
282.31	372.000
282.71	366.000
283.10	362.000
283.50	365.000
283.90	366.000
284.30	374.000
284.69	365.000
285.09	363.000
285.49	359.000
285.89	391.000
286.28	360.000
286.68	367.000
287.08	360.000
287.47	366.000
287.87	365.000
288.27	372.000
288.67	357.000
289.06	361.000
289.46	375.000
289.86	366.000
290.25	371.000
290.65	361.000
291.05	364.000
291.44	385.000
291.84	371.000
292.23	366.000
292.63	367.000
293.03	404.000
293.42	377.000
293.82	369.000
294.22	366.000
294.61	372.000
295.01	369.000
295.40	369.000
295.80	366.000
296.20	372.000
296.59	375.000
296.99	370.000
297.38	366.000
297.78	373.000
298.18	437.000
298.57	381.000
298.97	372.000
299.36	377.000
299.76	374.000
300.15	376.000
300.55	384.000
300.94	374.000
301.34	381.000
301.73	378.000
302.13	383.000
302.52	377.000
302.92	437.000
303.31	370.000
303.71	374.000
304.10	372.000
304.50	372.000
304.89	379.000
305.29	383.000
305.68	380.000
306.08	387.000
306.47	376.000
306.87	380.000
307.26	373.000
307.66	375.000
308.05	375.000
308.44	373.000
308.84	425.000
309.23	383.000
309.63	375.000
310.02	381.000
310.42	386.000
310.81	388.000
311.20	449.000
311.60	384.000
311.99	412.000
312.38	389.000
312.78	384.000
313.17	385.000
313.57	397.000
313.96	387.000
314.35	392.000
314.75	389.000
315.14	385.000
315.53	394.000
315.93	393.000
316.32	391.000
316.71	396.000
317.11	397.000
317.50	397.000
317.89	395.000
318.29	399.000
318.68	396.000
319.07	403.000
319.46	401.000
319.86	404.000
320.25	397.000
320.64	395.000
321.04	394.000
321.43	412.000
321.82	400.000
322.21	409.000
322.61	395.000
323.00	405.000
323.39	458.000
323.78	407.000
324.18	417.000
324.57	407.000
324.96	404.000
325.35	412.000
325.74	416.000
326.14	415.000
326.53	461.000
326.92	412.000
327.31	420.000
327.70	419.000
328.10	410.000
328.49	422.000
328.88	422.000
329.27	421.000
329.66	433.000
330.05	428.000
330.44	429.000
330.84	428.000
331.23	438.000
331.62	423.000
332.01	431.000
332.40	429.000
332.79	435.000
333.18	433.000
333.57	445.000
333.97	451.000
334.36	444.000
334.75	453.000
335.14	459.000
335.53	461.000
335.92	460.000
336.31	463.000
336.70	476.000
337.09	472.000
337.48	470.000
337.87	479.000
338.26	484.000
338.65	484.000
339.04	495.000
339.43	502.000
339.82	509.000
340.21	560.000
340.60	524.000
340.99	534.000
341.38	553.000
341.77	542.000
342.16	567.000
342.55	580.000
342.94	612.000
343.33	605.000
343.72	624.000
344.11	659.000
344.50	671.000
344.89	697.000
345.28	707.000
345.67	735.000
346.06	752.000
346.45	774.000
346.84	806.000
347.23	840.000
347.62	891.000
348.01	912.000
348.39	950.000
348.78	981.000
349.17	1017.000
349.56	1054.000
349.95	1108.000
350.34	1153.000
350.73	1225.000
351.12	1296.000
351.51	1359.000
351.89	1496.000
352.28	1605.000
352.67	1884.000
353.06	2123.000
353.45	2329.000
353.84	2730.000
354.22	3241.000
354.61	3863.000
355.00	4095.000
355.39	4095.000
355.78	4095.000
356.17	4095.000
356.55	4095.000
356.94	4095.000
357.33	4095.000
357.72	4095.000
358.10	4095.000
358.49	4095.000
358.88	4095.000
359.27	4095.000
359.66	4095.000
360.04	4095.000
360.43	4095.000
360.82	4095.000
361.20	4095.000
361.59	4095.000
361.98	4095.000
362.37	4095.000
362.75	4095.000
363.14	4095.000
363.53	4095.000
363.91	4095.000
364.30	4095.000
364.69	4095.000
365.08	4095.000
365.46	4095.000
365.85	4095.000
366.24	4095.000
366.62	4095.000
367.01	4095.000
367.40	4095.000
367.78	4095.000
368.17	4095.000
368.55	4095.000
368.94	4095.000
369.33	4095.000
369.71	4095.000
370.10	4095.000
370.49	4095.000
370.87	4095.000
371.26	4095.000
371.64	4095.000
372.03	4095.000
372.42	4095.000
372.80	4095.000
373.19	4095.000
373.57	4095.000
373.96	4095.000
374.34	4095.000
374.73	4095.000
375.11	4095.000
375.50	4095.000
375.89	4095.000
376.27	4095.000
376.66	4095.000
377.04	4095.000
377.43	4095.000
377.81	4095.000
378.20	4095.000
378.58	4095.000
378.97	4095.000
379.35	4095.000
379.74	4095.000
380.12	4095.000
380.51	4095.000
380.89	4095.000
381.27	4095.000
381.66	4095.000
382.04	4095.000
382.43	4095.000
382.81	4095.000
383.20	4095.000
383.58	4095.000
383.97	4095.000
384.35	4095.000
384.73	4095.000
385.12	4095.000
385.50	4095.000
385.89	4095.000
386.27	4095.000
386.65	4095.000
387.04	4095.000
387.42	4095.000
387.81	4095.000
388.19	4095.000
388.57	4095.000
388.96	4095.000
389.34	4095.000
389.72	4095.000
390.11	4095.000
390.49	4095.000
390.87	4095.000
391.26	4095.000
391.64	4095.000
392.02	4095.000
392.41	4095.000
392.79	4095.000
393.17	4095.000
393.56	4095.000
393.94	4095.000
394.32	4095.000
394.70	4095.000
395.09	4095.000
395.47	4095.000
395.85	4095.000
396.23	4095.000
396.62	4095.000
397.00	4095.000
397.38	4095.000
397.76	4095.000
398.15	4095.000
398.53	4095.000
398.91	4095.000
399.29	4095.000
399.68	4095.000
400.06	4095.000
400.44	3964.000
400.82	2508.000
401.20	2208.000
401.59	2059.000
401.97	1851.000
402.35	1717.000
402.73	1582.000
403.11	1441.000
403.49	1311.000
403.88	1243.000
404.26	1159.000
404.64	1091.000
405.02	1012.000
405.40	993.000
405.78	921.000
406.16	921.000
406.54	831.000
406.93	820.000
407.31	781.000
407.69	766.000
408.07	753.000
408.45	733.000
408.83	714.000
409.21	703.000
409.59	698.000
409.97	680.000
410.35	682.000
410.73	663.000
411.11	664.000
411.50	663.000
411.88	656.000
412.26	649.000
412.64	639.000
413.02	640.000
413.40	643.000
413.78	639.000
414.16	659.000
414.54	625.000
414.92	617.000
415.30	612.000
415.68	615.000
416.06	649.000
416.44	616.000
416.82	605.000
417.20	624.000
417.58	630.000
417.96	616.000
418.34	611.000
418.71	603.000
419.09	622.000
419.47	608.000
419.85	609.000
420.23	668.000
420.61	616.000
420.99	601.000
421.37	609.000
421.75	601.000
422.13	609.000
422.51	606.000
422.89	611.000
423.26	601.000
423.64	611.000
424.02	619.000
424.40	616.000
424.78	603.000
425.16	601.000
425.54	607.000
425.92	616.000
426.29	625.000
426.67	613.000
427.05	601.000
427.43	605.000
427.81	600.000
428.18	598.000
428.56	612.000
428.94	622.000
429.32	598.000
429.70	599.000
430.08	611.000
430.45	606.000
